timestamp,low,high,open,close,volume
1647693900.0,41804.18,41885.44,41840.22,41880.23,123.09292952
1647694800.0,41798.76,41915.3,41884.1,41851.84,98.42902214
1647695700.0,41846.77,41961.98,41851.88,41869.42,74.36126057
1647696600.0,41715.72,41899.09,41869.42,41766.34,89.9711984
1647697500.0,41743.42,41814.49,41766.35,41755.53,52.56799962
1647698400.0,41680.95,41792.61,41757.62,41748.99,63.90381256
1647699300.0,41707.27,41787.96,41747.58,41780.99,43.6721686
1647700200.0,41780.98,41846.45,41783.82,41830.11,77.62826301
1647701100.0,41793.4,41866.23,41830.14,41852.82,71.32866386
1647702000.0,41786.85,41977.62,41850.16,41804.89,144.67782066
1647702900.0,41802.86,42027.12,41804.9,41977.55,220.22988058
1647703800.0,41911.41,42109.69,41977.55,42024.97,355.96129342
1647704700.0,41963.24,42068.44,42024.74,41963.24,100.4776356
1647705600.0,41869.62,41987.39,41961.11,41925.99,92.68476291
1647706500.0,41876.64,41993.19,41923.76,41961.12,101.8583493
1647707400.0,41901.76,42184.74,41959.87,42095.74,259.67719675
1647708300.0,41992.0,42143.61,42090.41,42007.25,91.68064172
1647709200.0,41836.72,42030.94,42007.25,41877.18,236.18653346
1647710100.0,41850.82,41935.71,41877.18,41850.82,133.50824293
1647711000.0,41816.0,41912.44,41854.81,41880.85,140.47832457
1647711900.0,41838.59,41945.52,41884.67,41914.7,144.63088072
1647712800.0,41845.8,41948.4,41914.69,41925.42,58.04668318
1647713700.0,41878.84,41956.44,41925.21,41887.39,47.80106925
1647714600.0,41890.58,41982.66,41890.59,41970.81,117.48697643
1647715500.0,41970.79,42077.78,41970.79,42038.0,245.34090628
1647716400.0,41927.76,42074.78,42033.63,42025.69,196.2964634
1647717300.0,41987.26,42064.59,42028.12,41996.82,57.86970472
1647718200.0,41962.11,42110.0,41998.6,42035.42,59.82602774
1647719100.0,41993.1,42087.93,42030.73,42058.66,66.7324761
1647720000.0,41913.82,42062.16,42056.36,41999.01,81.10152681
1647720900.0,41986.8,42080.47,41999.01,42060.35,75.17721469
1647721800.0,42047.27,42429.0,42060.36,42266.47,212.38416265
1647722700.0,42210.02,42336.55,42266.46,42215.81,115.22818086
1647723600.0,42212.47,42295.68,42212.49,42240.39,68.39160651
1647724500.0,42228.67,42375.9,42235.17,42367.67,70.00341879
1647725400.0,42292.81,42389.41,42370.58,42304.13,98.58802341
1647726300.0,42126.77,42313.82,42303.82,42149.96,70.79298237
1647727200.0,41827.88,42208.77,42149.72,41869.12,257.93579403
1647728100.0,41743.06,41914.68,41872.9,41831.39,174.35482017
1647729000.0,41775.03,41924.77,41831.97,41912.9,104.19564502
1647729900.0,41863.27,42022.03,41912.81,41974.52,98.3000379
1647730800.0,41930.26,42099.98,41973.84,42099.31,87.09573943
1647731700.0,42043.32,42263.73,42098.04,42231.78,156.83676541
1647732600.0,42107.24,42324.71,42231.65,42167.64,168.40767958
1647733500.0,42144.1,42257.77,42168.29,42232.26,67.97247865
1647734400.0,42183.32,42330.1,42232.05,42300.6,326.94616855
1647735300.0,42102.89,42320.06,42300.59,42173.03,190.14449623
1647736200.0,41946.07,42176.24,42176.23,42067.87,237.62302665
1647737100.0,42001.82,42102.59,42068.05,42077.13,189.39811574
1647738000.0,41965.08,42116.86,42072.19,42007.21,192.26912711
1647738900.0,41868.76,42044.32,42003.0,41909.01,164.66112195
1647739800.0,41820.0,41946.97,41905.89,41845.59,141.68972485
1647740700.0,41850.87,42031.0,41853.3,41993.18,87.84441035
1647741600.0,41946.17,42074.96,41993.18,42029.65,69.63271212
1647742500.0,41924.08,42048.04,42032.67,41944.95,44.93831186
1647743400.0,41809.0,41958.21,41945.04,41845.11,62.86657099
1647744300.0,41805.79,41888.67,41845.11,41851.02,81.53648176
1647745200.0,41847.63,41956.72,41851.02,41909.77,55.82961338
1647746100.0,41900.27,41969.56,41908.64,41954.53,48.13312696
1647747000.0,41951.73,41988.25,41954.58,41980.8,47.23207591
1647747900.0,41924.28,42009.83,41980.79,41972.15,148.20718923
1647748800.0,41893.01,42007.38,41972.83,41957.28,72.64154328
1647749700.0,41901.4,41988.81,41957.21,41921.27,60.25385118
1647750600.0,41859.06,41961.67,41921.28,41944.13,28.60604044
1647751500.0,41854.73,41949.57,41947.4,41875.48,24.72770889
1647752400.0,41830.01,41973.02,41875.01,41956.65,39.04120454
1647753300.0,41852.07,41962.07,41957.1,41852.07,38.63277438
1647754200.0,41780.0,41918.59,41852.06,41889.05,42.26658667
1647755100.0,41850.76,41939.68,41893.59,41931.66,25.39114282
1647756000.0,41871.98,41963.4,41931.66,41950.18,26.65873609
1647756900.0,41942.05,42037.81,41950.05,42033.0,45.37195611
1647757800.0,41951.58,42033.82,42033.01,41976.45,29.81327925
1647758700.0,41921.34,42005.0,41976.29,41922.53,18.21534871
1647759600.0,41911.99,41990.0,41924.4,41952.89,27.04714001
1647760500.0,41917.12,41980.83,41952.88,41924.15,23.58419712
1647761400.0,41850.28,41957.4,41924.62,41880.91,36.09397287
1647762300.0,41801.9,41900.77,41879.57,41887.57,45.37840992
1647763200.0,41829.93,41916.89,41887.56,41906.58,31.80264041
1647764100.0,41905.11,41950.56,41905.11,41910.92,23.51112064
1647765000.0,41905.47,41965.13,41911.12,41925.09,17.74158439
1647765900.0,41866.68,41943.73,41925.2,41887.04,27.33730393
1647766800.0,41823.07,41909.9,41888.39,41832.7,43.37349603
1647767700.0,41658.64,41847.58,41831.49,41699.49,106.71486053
1647768600.0,41599.0,41789.64,41699.36,41773.39,77.41461374
1647769500.0,41707.33,41804.92,41775.02,41791.78,72.1927008
1647770400.0,41692.5,41807.73,41796.04,41699.75,51.28890182
1647771300.0,41670.12,41748.71,41699.75,41744.9,30.78274139
1647772200.0,41744.9,41864.13,41744.9,41814.78,28.2354571
1647773100.0,41777.07,41833.72,41814.78,41784.12,22.9322366
1647774000.0,41754.2,41847.07,41782.42,41763.3,17.64725152
1647774900.0,41727.85,41808.92,41760.84,41727.85,44.87912695
1647775800.0,41682.31,41739.83,41729.76,41717.83,25.92492041
1647776700.0,41603.11,41756.91,41714.9,41608.08,55.24105689
1647777600.0,41319.3,41665.4,41609.84,41432.23,234.59153576
1647778500.0,41412.11,41610.29,41427.37,41538.06,78.25527054
1647779400.0,41517.43,41721.85,41537.26,41711.39,69.57064385
1647780300.0,41647.79,41712.62,41711.4,41660.8,34.6680723
1647781200.0,41561.44,41698.84,41661.16,41624.18,57.26194843
1647782100.0,41458.5,41629.15,41627.05,41507.2,56.12741814
1647783000.0,41479.95,41597.66,41510.38,41585.68,60.32570176
1647783900.0,41489.96,41622.95,41587.81,41512.63,44.77224925
1647784800.0,41432.23,41712.74,41510.24,41597.22,156.8881415
1647785700.0,41522.72,41648.08,41597.55,41525.03,63.18575337
1647786600.0,41452.53,41571.34,41523.35,41471.44,47.53655933
1647787500.0,41381.46,41505.95,41470.92,41451.19,57.77222828
1647788400.0,41394.0,41554.35,41453.86,41545.07,77.18413854
1647789300.0,41374.55,41580.0,41542.17,41392.64,63.30729992
1647790200.0,41289.66,41395.95,41395.95,41335.79,164.29674765
1647791100.0,41276.38,41420.39,41333.22,41363.98,62.57272413
1647792000.0,41237.16,41446.37,41364.01,41437.26,104.43687978
1647792900.0,41365.41,41530.42,41437.29,41435.29,72.03457101
1647793800.0,41315.38,41485.01,41432.95,41365.55,68.59858328
1647794700.0,41263.18,41423.38,41366.24,41321.11,70.39967428
1647795600.0,41178.0,41353.27,41321.64,41283.61,97.59062404
1647796500.0,41181.3,41331.86,41278.62,41203.13,91.50432589
1647797400.0,40931.24,41207.37,41199.63,41152.29,297.42058835
1647798300.0,40918.72,41168.16,41152.3,41048.92,164.39049753
1647799200.0,40953.04,41175.05,41047.6,41108.21,131.12930468
1647800100.0,41073.16,41256.55,41111.3,41190.94,91.73227054
1647801000.0,41128.68,41219.75,41195.7,41180.5,82.9111208
1647801900.0,41097.53,41266.09,41172.46,41249.97,92.90384182
1647802800.0,41160.6,41317.93,41248.0,41300.17,74.62499877
1647803700.0,41255.72,41339.04,41301.48,41300.25,66.78668617
1647804600.0,41280.62,41404.67,41300.03,41352.49,72.50496695
1647805500.0,41315.22,41441.84,41350.07,41409.78,56.20675799
1647806400.0,41388.38,41680.0,41409.39,41670.87,129.56943381
1647807300.0,41563.97,41711.07,41670.75,41630.99,90.75284998
1647808200.0,41482.01,41637.99,41630.97,41511.81,58.76269545
1647809100.0,41251.89,41513.18,41511.82,41311.45,92.11998659
1647810000.0,41114.42,41309.59,41309.59,41271.5,136.05892566
1647810900.0,41264.85,41377.44,41271.52,41368.84,106.20422843
1647811800.0,41261.76,41426.63,41368.63,41398.09,58.11511638
1647812700.0,41301.99,41407.78,41398.03,41385.44,35.89134702
1647813600.0,41206.89,41419.57,41375.92,41286.57,81.60596612
1647814500.0,41153.82,41292.62,41286.56,41201.15,71.4952971
1647815400.0,41144.72,41269.41,41199.61,41202.89,67.00341252
1647816300.0,41165.55,41455.29,41202.88,41455.29,111.7305891
1647817200.0,41391.48,41470.63,41455.29,41453.68,60.31049507
1647818100.0,41259.39,41459.4,41456.62,41285.54,70.88492204
1647819000.0,41174.25,41302.43,41287.7,41270.61,86.85372213
1647819900.0,41200.01,41313.22,41274.18,41287.24,50.48307568
1647820800.0,41236.22,41433.52,41287.24,41374.35,125.63502456
1647821700.0,41189.55,41389.85,41372.18,41248.22,91.5796274
1647822600.0,41237.14,41326.38,41243.53,41325.23,46.0749036
1647823500.0,41309.33,41447.92,41322.8,41441.78,74.51543889
1647824400.0,41375.17,41470.97,41441.48,41434.49,60.65423295
1647825300.0,41250.0,41434.37,41431.12,41286.02,85.32157677
1647826200.0,41237.03,41349.99,41286.28,41259.25,47.51172359
1647827100.0,41192.41,41265.17,41257.33,41248.58,92.97618504
1647828000.0,41230.0,41307.36,41249.71,41264.13,52.48394848
1647828900.0,40980.01,41269.61,41267.51,41051.03,156.40774837
1647829800.0,40509.0,41048.38,41045.03,40764.66,559.16723621
1647830700.0,40593.34,40838.51,40758.65,40833.14,162.61272772
1647831600.0,40717.25,40839.65,40837.58,40819.87,76.89241172
1647832500.0,40729.85,40866.35,40815.33,40781.08,114.39873949
1647833400.0,40777.88,41002.5,40783.65,40904.54,113.18515078
1647834300.0,40844.86,40951.62,40904.84,40858.95,45.98032528
1647835200.0,40736.85,40894.86,40858.8,40820.12,72.6382746
1647836100.0,40768.69,40855.19,40822.89,40804.08,37.17019051
1647837000.0,40774.5,40870.76,40800.7,40868.3,35.60151347
1647837900.0,40861.27,40940.7,40868.29,40882.31,51.08452456
1647838800.0,40851.88,40939.12,40886.69,40914.78,28.12916917
1647839700.0,40855.41,40936.92,40915.35,40928.54,56.45573051
1647840600.0,40865.89,40966.24,40924.12,40890.05,43.84124654
1647841500.0,40883.9,40992.28,40890.05,40972.4,25.79148461
1647842400.0,40946.11,41073.69,40972.41,41061.54,44.5078852
1647843300.0,40876.0,41112.33,41062.77,40910.36,39.8922136
1647844200.0,40787.98,40982.06,40908.7,40959.42,35.63195497
1647845100.0,40850.78,40961.68,40961.68,40871.41,22.14572241
1647846000.0,40790.0,41051.11,40871.39,41047.81,30.90072866
1647846900.0,40975.03,41049.25,41043.6,40975.03,30.79937851
1647847800.0,40946.43,41062.29,40975.48,41053.95,42.15872276
1647848700.0,41039.93,41174.1,41053.22,41117.68,68.53778045
1647849600.0,41103.73,41280.0,41120.51,41227.22,95.0065176
1647850500.0,41209.28,41330.93,41225.88,41312.21,43.10355579
1647851400.0,41217.11,41317.08,41317.08,41287.11,24.3641105
1647852300.0,41174.11,41374.98,41290.45,41180.63,43.05081243
1647853200.0,41102.01,41244.87,41182.37,41171.84,74.75321593
1647854100.0,41127.0,41245.74,41171.35,41224.51,27.77574509
1647855000.0,41218.08,41387.59,41224.38,41297.81,54.42260094
1647855900.0,41220.4,41388.88,41300.27,41355.55,30.75506891
1647856800.0,41346.96,41470.98,41352.62,41422.9,52.16914522
1647857700.0,41304.71,41432.56,41425.07,41372.54,32.2181539
1647858600.0,41285.42,41373.64,41373.01,41300.07,29.91874368
1647859500.0,41291.28,41399.18,41302.08,41354.25,39.23741028
1647860400.0,41316.07,41399.21,41354.25,41368.47,53.91342316
1647861300.0,41340.0,41501.12,41363.36,41344.23,102.43188563
1647862200.0,41228.77,41351.89,41340.73,41280.89,68.09701727
1647863100.0,41197.66,41334.54,41284.05,41270.4,63.46021663
1647864000.0,41172.08,41335.45,41272.53,41190.53,70.11019174
1647864900.0,41126.51,41224.52,41190.53,41196.48,102.48403759
1647865800.0,40944.96,41204.53,41196.27,40944.96,206.95873343
1647866700.0,40931.31,41315.76,40947.06,41242.14,139.52402603
1647867600.0,41220.59,41362.55,41236.27,41336.39,95.0624701
1647868500.0,41281.59,41470.79,41342.66,41298.9,126.96566925
1647869400.0,41283.92,41578.33,41300.79,41461.58,277.38762632
1647870300.0,41117.88,41475.23,41464.22,41128.17,229.12685257
1647871200.0,40873.96,41239.0,41128.17,40972.7,476.2246962
1647872100.0,40750.07,41004.08,40972.71,40860.55,312.50852959
1647873000.0,40814.87,40995.68,40861.36,40850.02,153.82520872
1647873900.0,40814.85,41073.11,40854.98,41054.42,157.46657937
1647874800.0,40909.29,41093.0,41054.42,41035.4,193.10359357
1647875700.0,41021.66,41206.89,41034.09,41124.71,288.31482057
1647876600.0,41069.47,41273.95,41124.85,41142.58,200.06206842
1647877500.0,41093.0,41264.07,41145.06,41242.21,160.10122399
1647878400.0,41104.54,41263.5,41243.46,41159.87,132.53615393
1647879300.0,41078.78,41183.24,41159.86,41161.59,102.78883567
1647880200.0,40822.09,41164.82,41164.82,40968.51,424.99352416
1647881100.0,40789.47,40967.14,40967.14,40797.77,227.61290325
1647882000.0,40761.57,40946.34,40797.36,40869.26,300.24512833
1647882900.0,40787.79,41021.11,40869.2,40990.34,128.73276523
1647883800.0,40906.72,41080.0,40990.34,40936.74,178.61528536
1647884700.0,40889.99,41093.43,40937.43,41070.17,214.22188633
1647885600.0,40994.57,41161.64,41069.81,41036.33,122.26309553
1647886500.0,40993.95,41178.36,41032.16,41133.4,167.5890076
1647887400.0,40980.22,41157.98,41135.03,41014.89,181.83534301
1647888300.0,40940.66,41062.19,41014.79,40948.52,189.15271471
1647889200.0,40870.15,40981.1,40948.52,40924.05,178.99672039
1647890100.0,40874.24,41001.59,40925.84,40993.52,243.08023688
1647891000.0,40953.84,41136.83,40993.06,41105.72,225.23310894
1647891900.0,41038.9,41212.99,41101.0,41196.46,221.33178111
1647892800.0,41129.54,41232.1,41196.21,41225.93,102.50926407
1647893700.0,41142.01,41225.93,41225.93,41173.02,48.72041123
1647894600.0,41150.95,41239.19,41175.23,41239.0,52.39726831
1647895500.0,41130.79,41284.63,41236.66,41137.25,68.06699567
1647896400.0,41069.53,41154.43,41136.69,41106.35,67.08251511
1647897300.0,41105.64,41252.03,41106.35,41213.27,62.14375382
1647898200.0,41143.93,41246.16,41215.33,41213.62,44.92720837
1647899100.0,41137.32,41327.67,41214.49,41315.48,114.15851545
1647900000.0,41254.78,41392.46,41321.2,41363.12,120.90767975
1647900900.0,41193.48,41364.87,41362.81,41206.22,97.07245547
1647901800.0,41152.3,41217.19,41206.58,41205.14,72.57050144
1647902700.0,41125.07,41243.98,41208.78,41132.85,42.74395466
1647903600.0,41096.27,41178.78,41132.49,41140.61,60.23535934
1647904500.0,40971.12,41144.72,41138.44,40988.95,86.80216024
1647905400.0,40955.84,41095.9,40988.34,41043.86,69.16574559
1647906300.0,41015.58,41120.26,41043.32,41017.71,53.1568598
1647907200.0,40934.91,41053.61,41017.7,40961.0,156.45114772
1647908100.0,40940.01,41001.67,40961.0,40963.62,45.52639609
1647909000.0,40885.19,41062.46,40963.63,41059.22,103.65288586
1647909900.0,41041.23,41214.47,41055.02,41162.95,828.91460057
1647910800.0,41108.49,41217.27,41169.26,41178.03,107.31253902
1647911700.0,41061.99,41202.81,41178.11,41076.32,75.21496103
1647912600.0,41049.74,41156.36,41076.33,41109.85,122.5858197
1647913500.0,41088.25,41209.85,41104.75,41204.15,119.99771718
1647914400.0,41173.09,41900.99,41204.15,41706.77,765.79164619
1647915300.0,41627.01,41984.0,41706.55,41962.08,375.04883992
1647916200.0,41796.3,42000.0,41962.07,41971.85,363.3276584
1647917100.0,41849.75,42021.0,41970.39,41855.94,263.08591098
1647918000.0,41855.6,42180.0,41855.94,42115.82,350.73121586
1647918900.0,42117.9,42525.0,42117.9,42320.07,601.37169222
1647919800.0,42270.57,42382.21,42322.3,42337.86,245.69781979
1647920700.0,42216.13,42340.0,42335.57,42255.72,155.75163582
1647921600.0,42252.01,42403.63,42256.02,42394.35,171.83799688
1647922500.0,42336.37,43389.79,42394.36,43094.67,716.82062712
1647923400.0,42937.8,43299.49,43094.23,42974.88,440.32309751
1647924300.0,42913.18,43119.18,42974.81,43001.23,248.64349856
1647925200.0,42873.18,43118.17,43009.08,42887.92,206.47152294
1647926100.0,42823.05,42962.15,42886.21,42956.8,208.15778671
1647927000.0,42860.49,43019.43,42960.08,42894.21,131.33518049
1647927900.0,42850.34,42928.7,42893.87,42850.34,58.83537592
1647928800.0,42153.43,42884.15,42855.56,42474.65,464.87083843
1647929700.0,42123.63,42509.64,42469.98,42213.67,312.66130379
1647930600.0,42147.85,42344.87,42209.93,42187.52,172.91708286
1647931500.0,42011.11,42268.08,42189.49,42267.3,350.58356558
1647932400.0,42233.36,42323.43,42263.93,42288.68,390.24714253
1647933300.0,42192.65,42404.68,42283.36,42230.19,80.92458204
1647934200.0,42225.41,42325.6,42230.6,42289.81,40.01475351
1647935100.0,42235.61,42318.91,42288.77,42239.44,51.50251785
1647936000.0,42107.06,42474.31,42239.43,42465.34,157.70424586
1647936900.0,42345.23,42539.44,42469.65,42448.48,133.08132811
1647937800.0,42446.29,42556.4,42453.85,42541.13,64.32999318
1647938700.0,42499.62,42714.59,42543.98,42574.74,99.21369755
1647939600.0,42465.36,42631.39,42578.98,42580.52,65.15654573
1647940500.0,42430.41,42584.21,42581.54,42460.95,73.48614792
1647941400.0,42406.52,42542.95,42461.11,42532.15,90.77318109
1647942300.0,42474.16,42572.43,42533.44,42476.64,62.50894112
1647943200.0,42468.58,42600.78,42476.48,42593.91,54.65571421
1647944100.0,42577.21,42840.64,42592.32,42715.92,144.47653036
1647945000.0,42704.99,42907.79,42715.7,42874.53,620.69488749
1647945900.0,42829.74,42960.5,42882.81,42861.24,322.48686886
1647946800.0,42790.0,43013.98,42859.78,42948.49,229.54161576
1647947700.0,42898.42,43006.84,42948.49,42995.33,162.14330224
1647948600.0,42805.89,43049.88,42992.23,42968.98,172.09436899
1647949500.0,42919.07,43075.75,42968.88,43012.69,199.94763684
1647950400.0,42902.97,43104.41,43011.9,42945.25,346.03457037
1647951300.0,42835.22,42948.69,42946.64,42916.23,207.86331326
1647952200.0,42794.23,42938.92,42917.53,42897.36,154.01165788
1647953100.0,42842.24,42986.16,42897.36,42985.43,161.15767693
1647954000.0,42840.92,43008.11,42985.44,42883.52,178.84223279
1647954900.0,42827.58,42941.18,42883.49,42840.78,183.78324881
1647955800.0,42823.01,43054.82,42840.78,42972.02,436.14407957
1647956700.0,42700.01,42999.01,42976.9,42860.95,312.52766092
1647957600.0,42860.96,42999.99,42860.96,42920.88,171.24332544
1647958500.0,42901.98,43058.93,42918.71,42977.68,231.08091231
1647959400.0,42856.44,43239.61,42979.8,42921.04,818.89223116
1647960300.0,42755.72,42982.56,42922.86,42789.66,226.72757123
1647961200.0,42695.04,42818.08,42789.66,42729.23,228.83246992
1647962100.0,42681.95,42818.24,42725.92,42735.23,156.12697082
1647963000.0,42603.97,42737.74,42735.22,42707.91,108.60643815
